0,0,0,0
0.005,5.02513e-05,0.0002,0
0.01,0.000100503,0.0004,0
0.015,0.000150754,0.0006,0
0.02,0.000201005,0.0008,0
0.025,0.000251256,0.001,0
0.03,0.000301508,0.0012,0
0.035,0.000351759,0.0014,0
0.04,0.00040201,0.0016,0
0.045,0.000452261,0.0018,0
0.05,0.000502513,0.002,0
0.055,0.000552764,0.0022,0
0.06,0.000603015,0.0024,0
0.065,0.000653266,0.0026,0
0.07,0.000703518,0.0028,0
0.075,0.000753769,0.003,0
0.08,0.00080402,0.0032,0
0.085,0.000854271,0.0034,0
0.09,0.000904523,0.0036,0
0.095,0.000954774,0.0038,0
0.1,0.00100503,0.004,0
0.105,0.00105528,0.0042,0
0.11,0.00110553,0.0044,0
0.115,0.00115578,0.0046,0
0.12,0.00120603,0.0048,0
0.125,0.00125628,0.005,0
0.13,0.00130653,0.0052,0
0.135,0.00135678,0.0054,0
0.14,0.00140704,0.0056,0
0.145,0.00145729,0.0058,0
0.15,0.00150754,0.006,0
0.155,0.00155779,0.0062,0
0.16,0.00160804,0.0064,0
0.165,0.00165829,0.0066,0
0.17,0.00170854,0.0068,0
0.175,0.00175879,0.007,0
0.18,0.00180905,0.0072,0
0.185,0.0018593,0.0074,0
0.19,0.00190955,0.0076,0
0.195,0.0019598,0.0078,0
0.2,0.00201005,0.008,0
0.205,0.0020603,0.0082,0
0.21,0.00211055,0.0084,0
0.215,0.0021608,0.0086,0
0.22,0.00221106,0.0088,0
0.225,0.00226131,0.009,0
0.23,0.00231156,0.0092,0
0.235,0.00236181,0.0094,0
0.24,0.00365578,0.0071,0
0.245,0.0036809,0.0072505,5e-07
0.25,0.00619347,0.002401,1e-06
0.255,0.00616834,0.0024525,2.5e-06
0.26,0.00738693,4e-06,4e-06
0.265,0.00733668,6e-06,6e-06
0.27,0.00728643,8e-06,8e-06
0.275,0.00723618,1e-05,1e-05
0.28,0.00718593,1.2e-05,1.2e-05
0.285,0.00713568,1.4e-05,1.4e-05
0.29,0.00708543,1.6e-05,1.6e-05
0.295,0.00703518,1.8e-05,1.8e-05
0.3,0.00698492,2e-05,2e-05
0.305,0.00693467,2.2e-05,2.2e-05
0.31,0.00688442,2.4e-05,2.4e-05
0.315,0.00683417,2.6e-05,2.6e-05
0.32,0.00678392,2.8e-05,2.8e-05
0.325,0.00673367,3e-05,3e-05
0.33,0.00668342,3.2e-05,3.2e-05
0.335,0.00663317,3.4e-05,3.4e-05
0.34,0.00658291,3.6e-05,3.6e-05
0.345,0.00653266,3.8e-05,3.8e-05
0.35,0.00648241,4e-05,4e-05
0.355,0.00643216,4.2e-05,4.2e-05
0.36,0.00638191,4.4e-05,4.4e-05
0.365,0.00633166,4.6e-05,4.6e-05
0.37,0.00628141,4.8e-05,4.8e-05
0.375,0.00623116,5e-05,5e-05
0.38,0.0061809,5.2e-05,5.2e-05
0.385,0.00613065,5.4e-05,5.4e-05
0.39,0.0060804,5.6e-05,5.6e-05
0.395,0.00603015,5.8e-05,5.8e-05
0.4,0.0059799,6e-05,6e-05
0.405,0.00592965,6.2e-05,6.2e-05
0.41,0.0058794,6.4e-05,6.4e-05
0.415,0.00582915,6.6e-05,6.6e-05
0.42,0.00577889,6.8e-05,6.8e-05
0.425,0.00572864,7e-05,7e-05
0.43,0.00567839,7.2e-05,7.2e-05
0.435,0.00562814,7.4e-05,7.4e-05
0.44,0.00557789,7.6e-05,7.6e-05
0.445,0.00552764,7.8e-05,7.8e-05
0.45,0.00547739,8e-05,8e-05
0.455,0.00542714,8.2e-05,8.2e-05
0.46,0.00537688,8.4e-05,8.4e-05
0.465,0.00532663,8.6e-05,8.6e-05
0.47,0.00527638,8.8e-05,8.8e-05
0.475,0.00522613,9e-05,9e-05
0.48,0.00517588,9.2e-05,9.2e-05
0.485,0.00512563,9.4e-05,9.4e-05
0.49,0.00256281,9.5e-05,0.000829156
0.495,0,9.5e-05,0.00156431
0.5,0.00246231,9.9e-05,0.000833156
0.505,0.00492462,0.000102,0.000102
0.51,0.00487437,0.000104,0.000104
0.515,0.00482412,0.000106,0.000106
0.52,0.00477387,0.000108,0.000108
0.525,0.00472362,0.00011,0.00011
0.53,0.00467337,0.000112,0.000112
0.535,0.00462312,0.000114,0.000114
0.54,0.00457286,0.000116,0.000116
0.545,0.00452261,0.000118,0.000118
0.55,0.00447236,0.00012,0.00012
0.555,0.00442211,0.000122,0.000122
0.56,0.00437186,0.000124,0.000124
0.565,0.00432161,0.000126,0.000126
0.57,0.00427136,0.000128,0.000128
0.575,0.00422111,0.00013,0.00013
0.58,0.00417085,0.000132,0.000132
0.585,0.0041206,0.000134,0.000134
0.59,0.00407035,0.000136,0.000136
0.595,0.0040201,0.000138,0.000138
0.6,0.00396985,0.00014,0.00014
0.605,0.0039196,0.000142,0.000142
0.61,0.00386935,0.000144,0.000144
0.615,0.0038191,0.000146,0.000146
0.62,0.00376884,0.000148,0.000148
0.625,0.00371859,0.00015,0.00015
0.63,0.00366834,0.000152,0.000152
0.635,0.00361809,0.000154,0.000154
0.64,0.00356784,0.000156,0.000156
0.645,0.00351759,0.000158,0.000158
0.65,0.00346734,0.00016,0.00016
0.655,0.00341709,0.000162,0.000162
0.66,0.00336683,0.000164,0.000164
0.665,0.00331658,0.000166,0.000166
0.67,0.00326633,0.000168,0.000168
0.675,0.00321608,0.00017,0.00017
0.68,0.00316583,0.000172,0.000172
0.685,0.00311558,0.000174,0.000174
0.69,0.00306533,0.000176,0.000176
0.695,0.00301508,0.000178,0.000178
0.7,0.00296482,0.00018,0.00018
0.705,0.00291457,0.000182,0.000182
0.71,0.00286432,0.000184,0.000184
0.715,0.00281407,0.000186,0.000186
0.72,0.00276382,0.000188,0.000188
0.725,0.00271357,0.00019,0.00019
0.73,0.00266332,0.000192,0.000192
0.735,0.00261307,0.000194,0.000194
0.74,0.00256281,0.000196,0.000196
0.745,0.00251256,0.000198,0.000198
0.75,0.00246231,0.0002,0.0002
0.755,0.00241206,0.000202,0.000202
0.76,0.00236181,0.000204,0.000204
0.765,0.00231156,0.000206,0.000206
0.77,0.00226131,0.000208,0.000208
0.775,0.00221106,0.00021,0.00021
0.78,0.0021608,0.000212,0.000212
0.785,0.00211055,0.000214,0.000214
0.79,0.0020603,0.000216,0.000216
0.795,0.00201005,0.000218,0.000218
0.8,0.0019598,0.00022,0.00022
0.805,0.00190955,0.000222,0.000222
0.81,0.0018593,0.000224,0.000224
0.815,0.00180905,0.000226,0.000226
0.82,0.00175879,0.000228,0.000228
0.825,0.00170854,0.00023,0.00023
