0.83,0.00165829,0.000232,0.000232
0.835,0.00160804,0.000234,0.000234
0.84,0.00155779,0.000236,0.000236
0.845,0.00150754,0.000238,0.000238
0.85,0.00145729,0.00024,0.00024
0.855,0.00140704,0.000242,0.000242
0.86,0.00135678,0.000244,0.000244
0.865,0.00130653,0.000246,0.000246
0.87,0.00125628,0.000248,0.000248
0.875,0.00120603,0.00025,0.00025
0.88,0.00115578,0.000252,0.000252
0.885,0.00110553,0.000254,0.000254
0.89,0.00105528,0.000256,0.000256
0.895,0.00100503,0.000258,0.000258
0.9,0.000954774,0.00026,0.00026
0.905,0.000904523,0.000262,0.000262
0.91,0.000854271,0.000264,0.000264
0.915,0.00080402,0.000266,0.000266
0.92,0.000753769,0.000268,0.000268
0.925,0.000703518,0.00027,0.00027
0.93,0.000653266,0.000272,0.000272
0.935,0.000603015,0.000274,0.000274
0.94,0.000552764,0.000276,0.000276
0.945,0.000502513,0.000278,0.000278
0.95,0.000452261,0.00028,0.00028
0.955,0.00040201,0.000282,0.000282
0.96,0.000351759,0.000284,0.000284
0.965,0.000301508,0.000286,0.000286
0.97,0.000251256,0.000288,0.000288
0.975,0.000201005,0.00029,0.00029
0.98,0.000150754,0.000292,0.000292
0.985,0.000100503,0.000294,0.000294
0.99,6.28141e-05,0.000221,0.000221
0.995,2.51256e-05,0.000148,0.000148
