0.5,0.00373114,1.24597e-05,2.95461e-05,0
0.505,0.00372988,1.29421e-05,3.2066e-05,0
0.51,0.00372734,1.34456e-05,3.46112e-05,0
0.515,0.00372355,1.39493e-05,3.75898e-05,0
0.52,0.0037185,1.44734e-05,4.05935e-05,0
0.525,0.00371219,1.49976e-05,4.41117e-05,0
0.53,0.00370463,1.55412e-05,4.76549e-05,0
0.535,0.00369584,1.60849e-05,5.1806e-05,0
0.54,0.00368581,1.66467e-05,5.59817e-05,0
0.545,0.00367456,1.72087e-05,6.08726e-05,0
0.55,0.0036621,1.77872e-05,6.57877e-05,0
0.555,0.00364844,1.83661e-05,7.15403e-05,0
0.56,0.00363359,1.89596e-05,7.73166e-05,0
0.565,0.00361758,1.95535e-05,8.40693e-05,0
0.57,0.0036004,2.016e-05,9.08452e-05,0
0.575,0.00358209,2.0767e-05,9.8754e-05,0
0.58,0.00356264,2.13844e-05,0.000106685,0
0.585,0.0035421,2.20023e-05,0.000115926,0
0.59,0.00352047,2.26279e-05,0.000125188,0
0.595,0.00349777,2.32543e-05,0.000135955,0
0.6,0.00347402,2.38855e-05,0.000146743,0
0.605,0.00344925,2.45176e-05,0.000159253,0
0.61,0.00342346,2.51514e-05,0.000171784,0
0.615,0.0033967,2.57862e-05,0.000186278,0
0.62,0.00336897,2.64194e-05,0.00020079,0
0.625,0.00334031,2.70537e-05,0.000217528,0
0.63,0.00331072,2.76828e-05,0.000234284,0
0.635,0.00328026,2.83131e-05,0.000253551,0
0.64,0.00324891,2.89343e-05,0.000272836,0
0.645,0.00321673,2.9557e-05,0.000294942,0
0.65,0.00318371,3.01663e-05,0.000317064,0
0.655,0.00314992,3.07774e-05,0.000342339,0
0.66,0.00311533,3.13708e-05,0.00036763,0
0.665,0.00308002,3.19661e-05,0.000396428,0
0.67,0.00304396,3.25391e-05,0.000425241,0
0.675,0.00300722,3.31144e-05,0.000457936,0
0.68,0.00296979,3.36625e-05,0.000490645,0
0.685,0.00293172,3.42132e-05,0.00052763,0
0.69,0.00289302,3.47318e-05,0.000564628,0
0.695,0.00285371,3.52534e-05,0.000606313,0
0.7,0.00281382,3.57377e-05,0.00064801,0
0.705,0.00277338,3.62254e-05,0.000694818,0
0.71,0.00273239,3.66706e-05,0.000741636,0
0.715,0.0026909,3.71197e-05,0.000793999,0
0.72,0.0026489,3.7521e-05,0.000846372,0
0.725,0.00260644,3.79268e-05,0.000904728,0
0.73,0.00256353,3.82795e-05,0.000963093,0
0.735,0.00252019,3.86371e-05,0.00102788,0
0.74,0.00247643,3.89365e-05,0.00109268,0
0.745,0.00243229,3.92414e-05,0.00116433,0
0.75,0.00238776,3.94831e-05,0.00123599,0
0.755,0.0023429,3.97309e-05,0.00131493,0
0.76,0.00229768,3.99105e-05,0.00139388,0
0.765,0.00225215,4.00969e-05,0.00148051,0
0.77,0.00220632,4.02105e-05,0.00156715,0
0.775,0.0021602,4.03317e-05,0.00166185,0
0.78,0.0021138,4.03757e-05,0.00175656,0
0.785,0.00206715,4.0428e-05,0.00185969,0
0.79,0.00202025,4.03993e-05,0.00196282,0
0.795,0.00197313,4.03797e-05,0.00207468,0
0.8,0.00192579,4.02756e-05,0.00218654,0
0.805,0.00187825,4.01814e-05,0.00230739,0
0.81,0.00183051,3.99999e-05,0.00242825,0
0.815,0.0017826,3.98291e-05,0.00255831,0
0.82,0.00173451,3.95687e-05,0.00268837,0
0.825,0.00168627,3.932e-05,0.00282779,0
0.83,0.00163787,3.898e-05,0.00296721,0
0.835,0.00158934,3.86526e-05,0.00311607,0
0.84,0.00154068,3.82331e-05,0.00326493,0
0.845,0.0014919,3.78271e-05,0.00342324,0
0.85,0.001443,3.73289e-05,0.00358156,0
0.855,0.001394,3.68451e-05,0.00374926,0
0.86,0.0013449,3.62698e-05,0.00391697,0
0.865,0.00129571,3.571e-05,0.00409392,0
0.87,0.00124643,3.50602e-05,0.00427087,0
0.875,0.00119708,3.44268e-05,0.00445683,0
0.88,0.00114765,3.37059e-05,0.0046428,0
0.885,0.00109815,3.30023e-05,0.00483747,0
0.89,0.00104859,3.22146e-05,0.00503214,0
0.895,0.000998981,3.14451e-05,0.0052351,0
0.9,0.000949311,3.05957e-05,0.00543807,0
0.905,0.000899596,2.97653e-05,0.00564886,0
0.91,0.000849833,2.88601e-05,0.00585965,0
0.915,0.000800032,2.79747e-05,0.00607768,0
0.92,0.000750191,2.70204e-05,0.00629572,0
0.925,0.000700318,2.60867e-05,0.00652036,0
0.93,0.000650413,2.50908e-05,0.006745,0
0.935,0.000600481,2.4116e-05,0.00697552,0
0.94,0.000550523,2.30866e-05,0.00720605,0
0.945,0.000500544,2.20788e-05,0.00744168,0
0.95,0.000450543,2.10244e-05,0.0076773,0
0.955,0.000400526,1.9992e-05,0.00791719,0
0.96,0.000350492,1.89216e-05,0.00815707,0
0.965,0.000300446,1.78736e-05,0.00840032,0
0.97,0.000250388,1.67967e-05,0.00864357,0
0.975,0.000200322,1.57423e-05,0.00888925,0
0.98,0.000150248,1.46685e-05,0.00913494,0
0.985,0.000100168,1.36171e-05,0.00938209,0
0.99,5.00849e-05,1.2556e-05,0.00962924,0
0.995,0,1.15172e-05,0.00987689,0
